SiteID.Flow,SiteId.Eco,SiteId.QW,Date,Depth.M,Q.M3.S,BaseFlow.Frac,TSITE_NO,SHORT_NAME,region
3.94E+14,T394340085524601,3.94E+14,20130603,0.567887866,NA,NA,NA,NA,NA
3.94E+14,T394340085524601,3.94E+14,20130610,0.410323861,NA,NA,NA,NA,NA
3.94E+14,T394340085524601,3.94E+14,20130617,0.394960694,NA,NA,NA,NA,NA
3.94E+14,T394340085524601,3.94E+14,20130624,0.430236594,NA,NA,NA,NA,NA
3.94E+14,T394340085524601,3.94E+14,20130708,0.406789455,NA,NA,NA,NA,NA
3.94E+14,T394340085524601,3.94E+14,20130716,0.329782397,NA,NA,NA,NA,NA
3.94E+14,T394340085524601,3.94E+14,20130722,0.310017346,NA,NA,NA,NA,NA
3.94E+14,T394340085524601,3.94E+14,20130729,0.292539932,NA,NA,NA,NA,NA
3.94E+14,T394340085524601,3.94E+14,20130805,0.287514029,NA,NA,NA,NA,NA
3.96E+14,T395942083151401,3.96E+14,20130506,NA,NA,NA,NA,NA,NA
3.96E+14,T395942083151401,3.96E+14,20130515,0.520636856,NA,NA,NA,NA,NA
3.96E+14,T395942083151401,3.96E+14,20130524,0.448376679,NA,NA,NA,NA,NA
3.96E+14,T395942083151401,3.96E+14,20130531,0.41477998,NA,NA,NA,NA,NA
3.96E+14,T395942083151401,3.96E+14,20130612,0.565809207,NA,NA,NA,NA,NA
3.96E+14,T395942083151401,3.96E+14,20130618,0.478556178,NA,NA,NA,NA,NA
3.96E+14,T395942083151401,3.96E+14,20130624,0.437392737,NA,NA,NA,NA,NA
3.96E+14,T395942083151401,3.96E+14,20130701,0.430217451,NA,NA,NA,NA,NA
3.96E+14,T395942083151401,3.96E+14,20130717,0.418647321,NA,NA,NA,NA,NA
3.96E+14,T395942083151401,3.96E+14,20130724,0.7370435,NA,NA,NA,NA,NA
3.96E+14,T395942083151401,3.96E+14,20130731,0.486366608,NA,NA,NA,NA,NA
3.96E+14,T395942083151401,3.96E+14,20130808,NA,NA,NA,NA,NA,NA
4.00E+14,T400227095151501,4.00E+14,20130508,NA,NA,NA,NA,NA,NA
4.00E+14,T400227095151501,4.00E+14,20130516,NA,NA,NA,NA,NA,NA
4.00E+14,T400227095151501,4.00E+14,20130521,NA,NA,NA,NA,NA,NA
4.00E+14,T400227095151501,4.00E+14,20130604,NA,NA,NA,NA,NA,NA
4.00E+14,T400227095151501,4.00E+14,20130610,NA,NA,NA,NA,NA,NA
4.00E+14,T400227095151501,4.00E+14,20130618,NA,NA,NA,NA,NA,NA
4.00E+14,T400227095151501,4.00E+14,20130624,NA,NA,NA,NA,NA,NA
4.00E+14,T400227095151501,4.00E+14,20130708,NA,NA,NA,NA,NA,NA
4.00E+14,T400227095151501,4.00E+14,20130717,NA,NA,NA,NA,NA,NA
4.00E+14,T400227095151501,4.00E+14,20130722,NA,NA,NA,NA,NA,NA
4.00E+14,T400227095151501,4.00E+14,20130729,NA,NA,NA,NA,NA,NA
4.00E+14,T400227095151501,4.00E+14,20130806,NA,NA,NA,NA,NA,NA
4.00E+14,T400240092081201,4.00E+14,20130508,NA,NA,NA,NA,NA,NA
4.00E+14,T400240092081201,4.00E+14,20130515,NA,NA,NA,NA,NA,NA
4.00E+14,T400240092081201,4.00E+14,20130522,NA,NA,NA,NA,NA,NA
4.00E+14,T400240092081201,4.00E+14,20130604,NA,NA,NA,NA,NA,NA
4.00E+14,T400240092081201,4.00E+14,20130612,NA,NA,NA,NA,NA,NA
4.00E+14,T400240092081201,4.00E+14,20130619,NA,NA,NA,NA,NA,NA
4.00E+14,T400240092081201,4.00E+14,20130625,NA,NA,NA,NA,NA,NA
4.00E+14,T400240092081201,4.00E+14,20130710,NA,NA,NA,NA,NA,NA
4.00E+14,T400240092081201,4.00E+14,20130717,NA,NA,NA,NA,NA,NA
4.00E+14,T400240092081201,4.00E+14,20130725,NA,NA,NA,NA,NA,NA
4.00E+14,T400240092081201,4.00E+14,20130731,NA,NA,NA,NA,NA,NA
4.00E+14,T400240092081201,4.00E+14,20130807,NA,NA,NA,NA,NA,NA
4.01E+14,T400502091403401,4.01E+14,20130508,0.778680626,NA,NA,NA,NA,NA
4.01E+14,T400502091403401,4.01E+14,20130515,0.481549874,NA,NA,NA,NA,NA
4.01E+14,T400502091403401,4.01E+14,20130522,0.67720867,NA,NA,NA,NA,NA
4.01E+14,T400502091403401,4.01E+14,20130604,0.863021224,NA,NA,NA,NA,NA
4.01E+14,T400502091403401,4.01E+14,20130612,0.47333753,NA,NA,NA,NA,NA
4.01E+14,T400502091403401,4.01E+14,20130619,0.554833542,NA,NA,NA,NA,NA
4.01E+14,T400502091403401,4.01E+14,20130625,0.368052918,NA,NA,NA,NA,NA
4.01E+14,T400502091403401,4.01E+14,20130710,0.219945989,NA,NA,NA,NA,NA
4.01E+14,T400502091403401,4.01E+14,20130717,0.187976429,NA,NA,NA,NA,NA
4.01E+14,T400502091403401,4.01E+14,20130724,0.21125,NA,NA,NA,NA,NA
4.01E+14,T400502091403401,4.01E+14,20130801,0.19962861,NA,NA,NA,NA,NA
4.01E+14,T400502091403401,4.01E+14,20130807,0.205443138,NA,NA,NA,NA,NA
4.01E+14,T400856089562001,4.01E+14,20130508,0.614640634,NA,NA,NA,NA,NA
4.01E+14,T400856089562001,4.01E+14,20130516,0.517491379,NA,NA,NA,NA,NA
4.01E+14,T400856089562001,4.01E+14,20130523,0.470969486,NA,NA,NA,NA,NA
4.01E+14,T400856089562001,4.01E+14,20130606,1.400866642,NA,NA,NA,NA,NA
4.01E+14,T400856089562001,4.01E+14,20130613,0.564421677,NA,NA,NA,NA,NA
4.01E+14,T400856089562001,4.01E+14,20130619,0.510255264,NA,NA,NA,NA,NA
4.01E+14,T400856089562001,4.01E+14,20130626,0.542957169,NA,NA,NA,NA,NA
4.01E+14,T400856089562001,4.01E+14,20130710,0.453393017,NA,NA,NA,NA,NA
4.01E+14,T400856089562001,4.01E+14,20130717,0.383497887,NA,NA,NA,NA,NA
4.01E+14,T400856089562001,4.01E+14,20130724,0.330973562,NA,NA,NA,NA,NA
4.01E+14,T400856089562001,4.01E+14,20130730,0.340240577,NA,NA,NA,NA,NA
4.01E+14,T400856089562001,4.01E+14,20130806,0.315377403,NA,NA,NA,NA,NA
4.01E+14,T401143096134301,4.01E+14,20130509,NA,NA,NA,NA,NA,NA
4.01E+14,T401143096134301,4.01E+14,20130517,NA,NA,NA,NA,NA,NA
4.01E+14,T401143096134301,4.01E+14,20130523,NA,NA,NA,NA,NA,NA
4.01E+14,T401143096134301,4.01E+14,20130531,NA,NA,NA,NA,NA,NA
4.01E+14,T401143096134301,4.01E+14,20130613,NA,NA,NA,NA,NA,NA
4.01E+14,T401143096134301,4.01E+14,20130621,NA,NA,NA,NA,NA,NA
4.01E+14,T401143096134301,4.01E+14,20130628,NA,NA,NA,NA,NA,NA
4.01E+14,T401143096134301,4.01E+14,20130711,NA,NA,NA,NA,NA,NA
4.01E+14,T401143096134301,4.01E+14,20130718,NA,NA,NA,NA,NA,NA
4.01E+14,T401143096134301,4.01E+14,20130725,NA,NA,NA,NA,NA,NA
4.01E+14,T401143096134301,4.01E+14,20130802,NA,NA,NA,NA,NA,NA
4.01E+14,T401143096134301,4.01E+14,20130809,NA,NA,NA,NA,NA,NA
4.02E+14,T401849087161401,4.02E+14,20130510,NA,NA,NA,NA,NA,NA
4.02E+14,T401849087161401,4.02E+14,20130517,NA,NA,NA,NA,NA,NA
4.02E+14,T401849087161401,4.02E+14,20130524,NA,NA,NA,NA,NA,NA
4.02E+14,T401849087161401,4.02E+14,20130607,NA,NA,NA,NA,NA,NA
4.02E+14,T401849087161401,4.02E+14,20130614,NA,NA,NA,NA,NA,NA
4.02E+14,T401849087161401,4.02E+14,20130621,NA,NA,NA,NA,NA,NA
4.02E+14,T401849087161401,4.02E+14,20130628,NA,NA,NA,NA,NA,NA
4.02E+14,T401849087161401,4.02E+14,20130712,NA,NA,NA,NA,NA,NA
4.02E+14,T401849087161401,4.02E+14,20130719,NA,NA,NA,NA,NA,NA
4.02E+14,T401849087161401,4.02E+14,20130726,NA,NA,NA,NA,NA,NA
4.02E+14,T401849087161401,4.02E+14,20130802,NA,NA,NA,NA,NA,NA
4.02E+14,T401849087161401,4.02E+14,20130809,NA,NA,NA,NA,NA,NA
4.03E+14,T403242084553201,4.03E+14,20130508,0.385163168,NA,NA,NA,NA,NA
4.03E+14,T403242084553201,4.03E+14,20130515,0.373663389,NA,NA,NA,NA,NA
4.03E+14,T403242084553201,4.03E+14,20130522,0.369449245,NA,NA,NA,NA,NA
4.03E+14,T403242084553201,4.03E+14,20130605,0.380398314,NA,NA,NA,NA,NA
4.03E+14,T403242084553201,4.03E+14,20130612,0.366075254,NA,NA,NA,NA,NA
4.03E+14,T403242084553201,4.03E+14,20130619,0.377593245,NA,NA,NA,NA,NA
4.03E+14,T403242084553201,4.03E+14,20130626,0.364105992,NA,NA,NA,NA,NA
4.03E+14,T403242084553201,4.03E+14,20130710,0.608591036,NA,NA,NA,NA,NA
4.03E+14,T403242084553201,4.03E+14,20130717,0.262283874,NA,NA,NA,NA,NA
4.03E+14,T403242084553201,4.03E+14,20130724,0.249615335,NA,NA,NA,NA,NA
4.03E+14,T403242084553201,4.03E+14,20130731,0.253649987,NA,NA,NA,NA,NA
4.03E+14,T403242084553201,4.03E+14,20130807,NA,NA,NA,NA,NA,NA
4.05E+14,T404917088222701,4.05E+14,20130509,NA,NA,NA,NA,NA,NA
4.05E+14,T404917088222701,4.05E+14,20130516,NA,NA,NA,NA,NA,NA
4.05E+14,T404917088222701,4.05E+14,20130521,0.625478551,NA,NA,NA,NA,NA
4.05E+14,T404917088222701,4.05E+14,20130531,2.431734645,NA,NA,NA,NA,NA
4.05E+14,T404917088222701,4.05E+14,20130614,0.585404011,NA,NA,NA,NA,NA
4.05E+14,T404917088222701,4.05E+14,20130619,0.469193186,NA,NA,NA,NA,NA
4.05E+14,T404917088222701,4.05E+14,20130627,0.413918392,NA,NA,NA,NA,NA
4.05E+14,T404917088222701,4.05E+14,20130710,0.283563788,NA,NA,NA,NA,NA
4.05E+14,T404917088222701,4.05E+14,20130716,0.220637462,NA,NA,NA,NA,NA
4.05E+14,T404917088222701,4.05E+14,20130722,0.186849268,NA,NA,NA,NA,NA
4.05E+14,T404917088222701,4.05E+14,20130730,0.161152843,NA,NA,NA,NA,NA
4.05E+14,T404917088222701,4.05E+14,20130805,0.113884186,NA,NA,NA,NA,NA
4.10E+14,T410133082465301,4.10E+14,20130507,NA,NA,NA,NA,NA,NA
4.10E+14,T410133082465301,4.10E+14,20130513,0.713885926,NA,NA,NA,NA,NA
4.10E+14,T410133082465301,4.10E+14,20130521,0.622708845,NA,NA,NA,NA,NA
4.10E+14,T410133082465301,4.10E+14,20130528,0.609893683,NA,NA,NA,NA,NA
4.10E+14,T410133082465301,4.10E+14,20130610,0.613367656,NA,NA,NA,NA,NA
4.10E+14,T410133082465301,4.10E+14,20130617,0.740277859,NA,NA,NA,NA,NA
4.10E+14,T410133082465301,4.10E+14,20130626,0.542886385,NA,NA,NA,NA,NA
4.10E+14,T410133082465301,4.10E+14,20130709,2.53974095,NA,NA,NA,NA,NA
4.10E+14,T410133082465301,4.10E+14,20130716,0.986620519,NA,NA,NA,NA,NA
4.10E+14,T410133082465301,4.10E+14,20130722,0.762646304,NA,NA,NA,NA,NA
4.10E+14,T410133082465301,4.10E+14,20130730,0.645057957,NA,NA,NA,NA,NA
4.10E+14,T410133082465301,4.10E+14,20130805,NA,NA,NA,NA,NA,NA
4.10E+14,T410150083125701,4.10E+14,20130508,NA,NA,NA,NA,NA,NA
4.10E+14,T410150083125701,4.10E+14,20130513,0.952266199,NA,NA,NA,NA,NA
4.10E+14,T410150083125701,4.10E+14,20130522,0.840410058,NA,NA,NA,NA,NA
4.10E+14,T410150083125701,4.10E+14,20130529,0.83279043,NA,NA,NA,NA,NA
4.10E+14,T410150083125701,4.10E+14,20130610,0.850772752,NA,NA,NA,NA,NA
4.10E+14,T410150083125701,4.10E+14,20130618,0.95348534,NA,NA,NA,NA,NA
4.10E+14,T410150083125701,4.10E+14,20130626,0.833704785,NA,NA,NA,NA,NA
4.10E+14,T410150083125701,4.10E+14,20130710,4.883689546,NA,NA,NA,NA,NA
4.10E+14,T410150083125701,4.10E+14,20130717,1.190303383,NA,NA,NA,NA,NA
4.10E+14,T410150083125701,4.10E+14,20130724,1.177807193,NA,NA,NA,NA,NA
4.10E+14,T410150083125701,4.10E+14,20130730,1.480154038,NA,NA,NA,NA,NA
4.10E+14,T410150083125701,4.10E+14,20130805,1.216210119,NA,NA,NA,NA,NA
4.11E+14,T411146082244001,4.11E+14,20130507,0.253224417,NA,NA,NA,NA,NA
4.11E+14,T411146082244001,4.11E+14,20130513,0.309471019,NA,NA,NA,NA,NA
4.11E+14,T411146082244001,4.11E+14,20130521,0.187166457,NA,NA,NA,NA,NA
4.11E+14,T411146082244001,4.11E+14,20130528,0.165705219,NA,NA,NA,NA,NA
4.11E+14,T411146082244001,4.11E+14,20130610,0.209365072,NA,NA,NA,NA,NA
4.11E+14,T411146082244001,4.11E+14,20130617,0.456915347,NA,NA,NA,NA,NA
4.11E+14,T411146082244001,4.11E+14,20130626,0.193233938,NA,NA,NA,NA,NA
4.11E+14,T411146082244001,4.11E+14,20130709,1.145587929,NA,NA,NA,NA,NA
4.11E+14,T411146082244001,4.11E+14,20130716,0.418733467,NA,NA,NA,NA,NA
4.11E+14,T411146082244001,4.11E+14,20130724,0.352881721,NA,NA,NA,NA,NA
4.11E+14,T411146082244001,4.11E+14,20130730,0.250525003,NA,NA,NA,NA,NA
4.11E+14,T411146082244001,4.11E+14,20130805,NA,NA,NA,NA,NA,NA
4.11E+14,T411439087065601,4.11E+14,20130509,0.52240671,NA,NA,NA,NA,NA
4.11E+14,T411439087065601,4.11E+14,20130516,0.4852162,NA,NA,NA,NA,NA
4.11E+14,T411439087065601,4.11E+14,20130523,0.488899654,NA,NA,NA,NA,NA
4.11E+14,T411439087065601,4.11E+14,20130606,0.657806712,NA,NA,NA,NA,NA
4.11E+14,T411439087065601,4.11E+14,20130613,0.868084312,NA,NA,NA,NA,NA
4.11E+14,T411439087065601,4.11E+14,20130620,0.588274372,NA,NA,NA,NA,NA
4.11E+14,T411439087065601,4.11E+14,20130627,0.693113028,NA,NA,NA,NA,NA
4.11E+14,T411439087065601,4.11E+14,20130711,0.470180725,NA,NA,NA,NA,NA
4.11E+14,T411439087065601,4.11E+14,20130718,0.255194309,NA,NA,NA,NA,NA
4.11E+14,T411439087065601,4.11E+14,20130725,0.246182846,NA,NA,NA,NA,NA
4.11E+14,T411439087065601,4.11E+14,20130801,0.287379715,NA,NA,NA,NA,NA
4.11E+14,T411439087065601,4.11E+14,20130808,NA,NA,NA,NA,NA,NA
4.13E+14,T412911089540101,4.13E+14,20130508,0.709743295,NA,NA,NA,NA,NA
4.13E+14,T412911089540101,4.13E+14,20130515,0.571816688,NA,NA,NA,NA,NA
4.13E+14,T412911089540101,4.13E+14,20130520,0.501979316,NA,NA,NA,NA,NA
4.13E+14,T412911089540101,4.13E+14,20130530,0.56823987,NA,NA,NA,NA,NA
4.13E+14,T412911089540101,4.13E+14,20130613,0.637304312,NA,NA,NA,NA,NA
4.13E+14,T412911089540101,4.13E+14,20130618,0.637304312,NA,NA,NA,NA,NA
4.13E+14,T412911089540101,4.13E+14,20130626,1.71809572,NA,NA,NA,NA,NA
4.13E+14,T412911089540101,4.13E+14,20130709,0.609045863,NA,NA,NA,NA,NA
4.13E+14,T412911089540101,4.13E+14,20130716,0.402568256,NA,NA,NA,NA,NA
4.13E+14,T412911089540101,4.13E+14,20130722,0.331066421,NA,NA,NA,NA,NA
4.13E+14,T412911089540101,4.13E+14,20130729,0.246690357,NA,NA,NA,NA,NA
4.13E+14,T412911089540101,4.13E+14,20130806,0.162943125,NA,NA,NA,NA,NA
4.13E+14,T413012096210001,4.13E+14,20130507,NA,NA,NA,NA,NA,NA
4.13E+14,T413012096210001,4.13E+14,20130515,NA,NA,NA,NA,NA,NA
4.13E+14,T413012096210001,4.13E+14,20130521,NA,NA,NA,NA,NA,NA
4.13E+14,T413012096210001,4.13E+14,20130604,NA,NA,NA,NA,NA,NA
4.13E+14,T413012096210001,4.13E+14,20130611,NA,NA,NA,NA,NA,NA
4.13E+14,T413012096210001,4.13E+14,20130618,NA,NA,NA,NA,NA,NA
4.13E+14,T413012096210001,4.13E+14,20130625,NA,NA,NA,NA,NA,NA
4.13E+14,T413012096210001,4.13E+14,20130708,NA,NA,NA,NA,NA,NA
4.13E+14,T413012096210001,4.13E+14,20130715,NA,NA,NA,NA,NA,NA
4.13E+14,T413012096210001,4.13E+14,20130722,NA,NA,NA,NA,NA,NA
4.13E+14,T413012096210001,4.13E+14,20130729,NA,NA,NA,NA,NA,NA
4.13E+14,T413012096210001,4.13E+14,20130805,NA,NA,NA,NA,NA,NA
4.20E+14,T420444097543301,4.20E+14,20130508,0.323083406,NA,NA,NA,NA,NA
4.20E+14,T420444097543301,4.20E+14,20130516,0.266550741,NA,NA,NA,NA,NA
4.20E+14,T420444097543301,4.20E+14,20130522,0.323083406,NA,NA,NA,NA,NA
4.20E+14,T420444097543301,4.20E+14,20130605,0.438830063,NA,NA,NA,NA,NA
4.20E+14,T420444097543301,4.20E+14,20130612,0.33570855,NA,NA,NA,NA,NA
4.20E+14,T420444097543301,4.20E+14,20130618,0.345752046,NA,NA,NA,NA,NA
4.20E+14,T420444097543301,4.20E+14,20130626,0.300154216,NA,NA,NA,NA,NA
4.20E+14,T420444097543301,4.20E+14,20130709,0.221688351,NA,NA,NA,NA,NA
4.20E+14,T420444097543301,4.20E+14,20130716,0.170208893,NA,NA,NA,NA,NA
4.20E+14,T420444097543301,4.20E+14,20130723,0.145290911,NA,NA,NA,NA,NA
4.20E+14,T420444097543301,4.20E+14,20130731,0.150859218,NA,NA,NA,NA,NA
4.20E+14,T420444097543301,4.20E+14,20130801,0.1425,NA,NA,NA,NA,NA
4.20E+14,T420444097543301,4.20E+14,20130806,0.224357578,NA,NA,NA,NA,NA
4.21E+14,T420626089101201,4.21E+14,20130515,NA,NA,NA,NA,NA,NA
4.21E+14,T420626089101201,4.21E+14,20130520,0.280625188,NA,NA,NA,NA,NA
4.21E+14,T420626089101201,4.21E+14,20130530,0.25916476,NA,NA,NA,NA,NA
4.21E+14,T420626089101201,4.21E+14,20130613,0.405099011,NA,NA,NA,NA,NA
4.21E+14,T420626089101201,4.21E+14,20130618,0.256308072,NA,NA,NA,NA,NA
4.21E+14,T420626089101201,4.21E+14,20130626,0.524492802,NA,NA,NA,NA,NA
4.21E+14,T420626089101201,4.21E+14,20130708,0.303585544,NA,NA,NA,NA,NA
4.21E+14,T420626089101201,4.21E+14,20130715,0.257499135,NA,NA,NA,NA,NA
4.21E+14,T420626089101201,4.21E+14,20130723,0.236612435,NA,NA,NA,NA,NA
4.21E+14,T420626089101201,4.21E+14,20130729,0.210675285,NA,NA,NA,NA,NA
4.21E+14,T420626089101201,4.21E+14,20130806,NA,NA,NA,NA,NA,NA
4.24E+14,T424048097483601,4.24E+14,20130508,NA,NA,NA,NA,NA,NA
4.24E+14,T424048097483601,4.24E+14,20130516,NA,NA,NA,NA,NA,NA
4.24E+14,T424048097483601,4.24E+14,20130522,NA,NA,NA,NA,NA,NA
4.24E+14,T424048097483601,4.24E+14,20130605,NA,NA,NA,NA,NA,NA
4.24E+14,T424048097483601,4.24E+14,20130612,NA,NA,NA,NA,NA,NA
4.24E+14,T424048097483601,4.24E+14,20130619,NA,NA,NA,NA,NA,NA
4.24E+14,T424048097483601,4.24E+14,20130626,NA,NA,NA,NA,NA,NA
4.24E+14,T424048097483601,4.24E+14,20130709,NA,NA,NA,NA,NA,NA
4.24E+14,T424048097483601,4.24E+14,20130716,NA,NA,NA,NA,NA,NA
4.24E+14,T424048097483601,4.24E+14,20130723,NA,NA,NA,NA,NA,NA
4.24E+14,T424048097483601,4.24E+14,20130731,NA,NA,NA,NA,NA,NA
4.24E+14,T424048097483601,4.24E+14,20130807,NA,NA,NA,NA,NA,NA
4.35E+14,T435420096290500,4.35E+14,20130507,0.337655353,NA,NA,NA,NA,NA
4.35E+14,T435420096290500,4.35E+14,20130514,0.32514478,NA,NA,NA,NA,NA
4.35E+14,T435420096290500,4.35E+14,20130521,0.291018024,NA,NA,NA,NA,NA
4.35E+14,T435420096290500,4.35E+14,20130604,0.271861325,NA,NA,NA,NA,NA
4.35E+14,T435420096290500,4.35E+14,20130611,0.368616248,NA,NA,NA,NA,NA
4.35E+14,T435420096290500,4.35E+14,20130618,0.402061238,NA,NA,NA,NA,NA
4.35E+14,T435420096290500,4.35E+14,20130625,0.93123833,NA,NA,NA,NA,NA
4.35E+14,T435420096290500,4.35E+14,20130709,0.41677357,NA,NA,NA,NA,NA
4.35E+14,T435420096290500,4.35E+14,20130716,0.387293252,NA,NA,NA,NA,NA
4.35E+14,T435420096290500,4.35E+14,20130723,0.366137516,NA,NA,NA,NA,NA
4.35E+14,T435420096290500,4.35E+14,20130730,0.265925384,NA,NA,NA,NA,NA
4.35E+14,T435420096290500,4.35E+14,20130806,0.213791334,NA,NA,NA,NA,NA
1645704,1645704,1645704,20140408,0.212272257,0.257717361,0.772696048,T01645704,VA_Difficult.Fox,SESQA
1645704,1645704,1645704,20140415,0.615757915,1.648258284,0.104492438,T01645704,VA_Difficult.Fox,SESQA
1645704,1645704,1645704,20140422,0.179047414,0.164542622,1,T01645704,VA_Difficult.Fox,SESQA
1645704,1645704,1645704,20140429,0.198490635,0.589068253,0.310808574,T01645704,VA_Difficult.Fox,SESQA
1645704,1645704,1645704,20140505,0.223235154,0.308694421,0.729491663,T01645704,VA_Difficult.Fox,SESQA
1645704,1645704,1645704,20140513,0.220499571,0.56924384,0.40129491,T01645704,VA_Difficult.Fox,SESQA
1645704,1645704,1645704,20140519,0.261182354,0.314358539,0.902491748,T01645704,VA_Difficult.Fox,SESQA
1645704,1645704,1645704,20140526,0.225967333,0.213537242,1,T01645704,VA_Difficult.Fox,SESQA
1645704,1645704,1645704,20140602,0.212272257,0.121212121,1,T01645704,VA_Difficult.Fox,SESQA
1645704,1645704,1645704,20140609,0.266551153,0.557915605,0.367380438,T01645704,VA_Difficult.Fox,SESQA
1645762,1645762,1645762,20140408,0.214505195,0.124327386,0.31425582,T01645762,VA_S.F.Difficult,SESQA
1645762,1645762,1645762,20140415,0.519434982,0.69951855,0.04408074,T01645762,VA_S.F.Difficult,SESQA
1645762,1645762,1645762,20140422,0.19293364,0.069668649,0.347515499,T01645762,VA_S.F.Difficult,SESQA
1645762,1645762,1645762,20140428,0.182049422,0.058057208,0.430739389,T01645762,VA_S.F.Difficult,SESQA
1645762,1645762,1645762,20140505,0.251651233,0.198810535,0.176836607,T01645762,VA_S.F.Difficult,SESQA
1645762,1645762,1645762,20140512,0.235823115,0.119796092,0.194931944,T01645762,VA_S.F.Difficult,SESQA
1645762,1645762,1645762,20140519,0.272549391,0.129425092,0.287612118,T01645762,VA_S.F.Difficult,SESQA
1645762,1645762,1645762,20140526,0.254276227,0.087793826,0.28304904,T01645762,VA_S.F.Difficult,SESQA
1645762,1645762,1645762,20140602,0.251651233,0.072500708,0.437189094,T01645762,VA_S.F.Difficult,SESQA
1645762,1645762,1645762,20140609,0.264739668,0.238742566,0.148363608,T01645762,VA_S.F.Difficult,SESQA
1646000,1646000,1646000,20140407,0.467305775,2.534692722,0.172206432,T01646000,VA_Difficult.Falls,SESQA
1646000,1646000,1646000,20140414,0.336664891,1.353724157,1,T01646000,VA_Difficult.Falls,SESQA
1646000,1646000,1646000,20140421,0.360037682,1.557632399,0.207411034,T01646000,VA_Difficult.Falls,SESQA
1646000,1646000,1646000,20140428,0.336664891,1.387708864,1,T01646000,VA_Difficult.Falls,SESQA
1646000,1646000,1646000,20140505,0.400785059,2.075899179,0.272536637,T01646000,VA_Difficult.Falls,SESQA
1646000,1646000,1646000,20140512,0.354200558,1.526479751,0.334898522,T01646000,VA_Difficult.Falls,SESQA
1646000,1646000,1646000,20140519,0.421085536,2.257150949,0.287919146,T01646000,VA_Difficult.Falls,SESQA
1646000,1646000,1646000,20140526,0.339590039,1.365052393,1,T01646000,VA_Difficult.Falls,SESQA
1646000,1646000,1646000,20140602,0.319092592,1.234777683,1,T01646000,VA_Difficult.Falls,SESQA
1646000,1646000,1646000,20140609,0.513277875,8.836023789,0.065082874,T01646000,VA_Difficult.Falls,SESQA
1654000,1654000,1654000,20140407,0.348348918,2.543188898,0.154587223,T01654000,VA_Accotink,SESQA
1654000,1654000,1654000,20140414,0.287423377,0.370999717,1,T01654000,VA_Accotink,SESQA
1654000,1654000,1654000,20140421,0.30538833,0.506938544,0.869937014,T01654000,VA_Accotink,SESQA
1654000,1654000,1654000,20140428,0.292573195,0.461625602,0.91776861,T01654000,VA_Accotink,SESQA
1654000,1654000,1654000,20140505,0.365776542,NA,NA,T01654000,VA_Accotink,SESQA
1654000,1654000,1654000,20140512,0.365776542,NA,NA,T01654000,VA_Accotink,SESQA
1654000,1654000,1654000,20140519,0.315580411,0.665533843,0.728891357,T01654000,VA_Accotink,SESQA
1654000,1654000,1654000,20140526,0.287423377,0.356839422,1,T01654000,VA_Accotink,SESQA
1654000,1654000,1654000,20140602,0.2640767,0.270461626,1,T01654000,VA_Accotink,SESQA
1654000,1654000,1654000,20140609,0.407503933,NA,NA,T01654000,VA_Accotink,SESQA
1658500,1658500,1658500,20140522,0.18212498,0.133106769,1,T01658500,VA_S.F.Quantico,SESQA
1658500,1658500,1658500,20140527,0.150935593,0.106768621,1,T01658500,VA_S.F.Quantico,SESQA
1658500,1658500,1658500,20140605,0.156636642,0.116964033,1,T01658500,VA_S.F.Quantico,SESQA
1658500,1658500,1658500,20140612,0.18212498,0.127725857,1,T01658500,VA_S.F.Quantico,SESQA
1667850,1667850,1667850,20140522,0.250906006,NA,NA,T01667850,VA_Mine,SESQA
1667850,1667850,1667850,20140529,0.239547407,NA,NA,T01667850,VA_Mine,SESQA
1667850,1667850,1667850,20140605,0.208124885,NA,NA,T01667850,VA_Mine,SESQA
1667850,1667850,1667850,20140612,0.270698192,NA,NA,T01667850,VA_Mine,SESQA
1667870,1667870,1667870,20140522,0.370379736,NA,NA,T01667870,VA_Mountain,SESQA
1667870,1667870,1667870,20140529,0.338433901,NA,NA,T01667870,VA_Mountain,SESQA
1667870,1667870,1667870,20140605,0.300503824,NA,NA,T01667870,VA_Mountain,SESQA
1667870,1667870,1667870,20140612,0.442486436,NA,NA,T01667870,VA_Mountain,SESQA
2034414,2034414,2034414,20140520,0.061803515,NA,NA,T02034414,VA_Bonbrook,SESQA
2034414,2034414,2034414,20140527,0.025944596,NA,NA,T02034414,VA_Bonbrook,SESQA
2034414,2034414,2034414,20140602,0.031961089,NA,NA,T02034414,VA_Bonbrook,SESQA
2034414,2034414,2034414,20140609,0.022930242,NA,NA,T02034414,VA_Bonbrook,SESQA
2038850,2038850,2038850,20140519,0.226964622,0.365335599,0.468040104,T02038850,VA_Holiday,SESQA
2038850,2038850,2038850,20140525,0.175744799,0.150382328,1,T02038850,VA_Holiday,SESQA
2038850,2038850,2038850,20140602,0.17,0.123194562,1,T02038850,VA_Holiday,SESQA
2038850,2038850,2038850,20140609,0.167123486,0.113848768,1,T02038850,VA_Holiday,SESQA
2040919,2040919,2040919,20140523,0.337973754,NA,NA,T02040919,VA_Cellar,SESQA
2040919,2040919,2040919,20140528,0.280326022,NA,NA,T02040919,VA_Cellar,SESQA
2040919,2040919,2040919,20140603,0.262705716,NA,NA,T02040919,VA_Cellar,SESQA
