Study region	USGS station number	USGS station name	Short name	Chemical name	NWIS parameter code	CASRN	Pesticide degradate	Parent	Sample date (YYYYMMDD)	Result (ug/L)	Remark
PNSQA	T445029122592600	BATTLE CREEK NEAR TURNER, OR	OR_Battle	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150423	10.6321	DET
PNSQA	T452431122303200	ROCK CREEK NEAR MOUTH, NEAR DAMASCUS, OR	OR_RockMouth	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150427	2.0008	DET
PNSQA	T451033122275700	MILK CREEK AT S DHOOGE RD, NEAR COLTON, OR	OR_Milk	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150428	6.3867	DET
PNSQA	T14201300	ZOLLNER CREEK NEAR MT ANGEL, OR	OR_Zollner	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150428	3.4114	DET
PNSQA	T14211499	KELLEY CREEK AT SE 159TH DRIVE AT PORTLAND, OR	OR_Kelley	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150427	3.7584	DET
PNSQA	T450033122474700	SILVER CR AT SILVER CR FELLOWSHIP, SILVERTON, OR	OR_Silver	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150507	5.6338	DET
PNSQA	T445029122592600	BATTLE CREEK NEAR TURNER, OR	OR_Battle	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150507	7.5062	DET
PNSQA	T12080800	WOODLAND CREEK BELOW DRAHAM ROAD NEAR LACEY, WA	WA_Woodland	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150507	1.6688	DET
PNSQA	T445819123042500	GIBSON CREEK IN BRUSH COLLEGE PARK, AT SALEM, OR	OR_Brush	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150507	10.9432	DET
PNSQA	T452538122213700	NORTH FORK DEEP CR AT SE CHURCH RD, BORING, OR	OR_NFDeep	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150512	2.5696	DET
PNSQA	T452414122213200	TICKLE CREEK NEAR BORING, OR	OR_Tickle	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150512	4.4418	DET
PNSQA	T451033122275700	MILK CREEK AT S DHOOGE RD, NEAR COLTON, OR	OR_Milk	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150512	6.1685	DET
PNSQA	T445029122592600	BATTLE CREEK NEAR TURNER, OR	OR_Battle	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150430	8.2536	DET
PNSQA	T445750123032900	GLENN CREEK AT HARRITT DR NW, SALEM, OR	OR_Glenn	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150514	5.7352	DET
PNSQA	T452414122213200	TICKLE CREEK NEAR BORING, OR	OR_Tickle	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150428	7.5522	DET
PNSQA	T445819123042500	GIBSON CREEK IN BRUSH COLLEGE PARK, AT SALEM, OR	OR_Brush	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150604	12.8107	DET
PNSQA	T442349122440300	AMES CREEK AT HWY 20, AT SWEET HOME, OR	OR_Ames	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150604	2.8087	DET
PNSQA	T445029122592600	BATTLE CREEK NEAR TURNER, OR	OR_Battle	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150604	8.2656	DET
PNSQA	T443436123023600	OAK CREEK AT FRY RD SE, NEAR ALBANY, OR	OR_Oak	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150604	0.8986	DET
PNSQA	T450033122474700	SILVER CR AT SILVER CR FELLOWSHIP, SILVERTON, OR	OR_Silver	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150609	4.4345	DET
PNSQA	T451350122221100	CLEAR CREEK AT METZLER PARK, NR SPRINGWATER, OR	OR_Clear	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150609	5.258	DET
PNSQA	T14211499	KELLEY CREEK AT SE 159TH DRIVE AT PORTLAND, OR	OR_Kelley	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150608	2.6365	DET
PNSQA	T452538122213700	NORTH FORK DEEP CR AT SE CHURCH RD, BORING, OR	OR_NFDeep	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150609	5.367	DET
PNSQA	T452414122213200	TICKLE CREEK NEAR BORING, OR	OR_Tickle	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150609	5.881	DET
PNSQA	T451244123050200	W.F. PALMER CREEK AT WEBFOOT ROAD NR DAYTON, OR	OR_WFPalmer	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150611	6.2744	DET
PNSQA	T445029122592600	BATTLE CREEK NEAR TURNER, OR	OR_Battle	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150611	8.7331	DET
PNSQA	T445819123042500	GIBSON CREEK IN BRUSH COLLEGE PARK, AT SALEM, OR	OR_Brush	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150611	10.2572	DET
PNSQA	T442349122440300	AMES CREEK AT HWY 20, AT SWEET HOME, OR	OR_Ames	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150611	2.8677	DET
PNSQA	T445551123015800	PRINGLE CREEK AT SALEM, OR	OR_Pringle	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150610	3.5387	DET
PNSQA	T445420123041900	CROISAN CREEK AT MADRONA AVE S, AT SALEM, OR	OR_Croisan	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150610	8.3444	DET
PNSQA	T452538122213700	NORTH FORK DEEP CR AT SE CHURCH RD, BORING, OR	OR_NFDeep	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150616	3.9999	DET
PNSQA	T14205400	EAST FORK DAIRY CREEK NEAR MEACHAM CORNER, OR	OR_EFDairy	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150615	6.8589	DET
PNSQA	T450033122474700	SILVER CR AT SILVER CR FELLOWSHIP, SILVERTON, OR	OR_Silver	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150616	4.2596	DET
PNSQA	T451350122221100	CLEAR CREEK AT METZLER PARK, NR SPRINGWATER, OR	OR_Clear	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150616	5.5118	DET
PNSQA	T451033122275700	MILK CREEK AT S DHOOGE RD, NEAR COLTON, OR	OR_Milk	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150616	5.5211	DET
PNSQA	T452431122303200	ROCK CREEK NEAR MOUTH, NEAR DAMASCUS, OR	OR_RockMouth	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150615	1.3807	DET
PNSQA	T14211499	KELLEY CREEK AT SE 159TH DRIVE AT PORTLAND, OR	OR_Kelley	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150615	2.0651	DET
PNSQA	T452912122291200	JOHNSON CREEK AT CIRCLE AVE, OR	OR_Johnson	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150615	2.7556	DET
PNSQA	T452414122213200	TICKLE CREEK NEAR BORING, OR	OR_Tickle	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150616	5.4585	DET
PNSQA	T441033122524900	PARSONS CREEK AT PARSONS CREEK RD, NR MARCOLA, OR	OR_Parsons	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150617	2.2154	DET
PNSQA	T443436123023600	OAK CREEK AT FRY RD SE, NEAR ALBANY, OR	OR_Oak	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150618	1.1728	DET
PNSQA	T451818122575500	HESS CR AT FOOTPATH, GEORGE FOX UNIV, NEWBERG, OR	OR_Hess	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150618	1.8714	DET
PNSQA	T445420123041900	CROISAN CREEK AT MADRONA AVE S, AT SALEM, OR	OR_Croisan	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150617	9.0513	DET
PNSQA	T445551123015800	PRINGLE CREEK AT SALEM, OR	OR_Pringle	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150617	4.1646	DET
PNSQA	T453145122534500	ROCK CREEK NEAR NW CHERRY LANE, NEAR ORENCO, OR	OR_RockOrenco	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150617	2.8686	DET
PNSQA	T445750123032900	GLENN CREEK AT HARRITT DR NW, SALEM, OR	OR_Glenn	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150618	7.3018	DET
PNSQA	T451244123050200	W.F. PALMER CREEK AT WEBFOOT ROAD NR DAYTON, OR	OR_WFPalmer	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150618	11.5659	DET
PNSQA	T445029122592600	BATTLE CREEK NEAR TURNER, OR	OR_Battle	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150618	9.2488	DET
PNSQA	T442349122440300	AMES CREEK AT HWY 20, AT SWEET HOME, OR	OR_Ames	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150618	2.0171	DET
PNSQA	T12024000	SOUTH FORK NEWAUKUM RIVER NEAR ONALASKA, WA	WA_SFNewaukum	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150618	2.957	DET
PNSQA	T445819123042500	GIBSON CREEK IN BRUSH COLLEGE PARK, AT SALEM, OR	OR_Brush	Demethyl hexazinone B	68566	56611-54-2	Degradate	Hexazinone	20150618	12.2563	DET
PNSQA	T14201300	ZOLLNER CREEK NEAR MT ANGEL, OR	OR_Zollner	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150505	18.8624	DET
PNSQA	T14201300	ZOLLNER CREEK NEAR MT ANGEL, OR	OR_Zollner	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150519	24.4505	DET
PNSQA	T452414122213200	TICKLE CREEK NEAR BORING, OR	OR_Tickle	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150519	12.4831	DET
PNSQA	T14211499	KELLEY CREEK AT SE 159TH DRIVE AT PORTLAND, OR	OR_Kelley	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150504	38.9181	DET
PNSQA	T14211499	KELLEY CREEK AT SE 159TH DRIVE AT PORTLAND, OR	OR_Kelley	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150518	28.6336	DET
PNSQA	T455122122310600	ROCK CREEK NEAR BATTLE GROUND, WA	WA_RockBattle	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150519	4.9509	DET
PNSQA	T14201300	ZOLLNER CREEK NEAR MT ANGEL, OR	OR_Zollner	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150526	11.8239	DET
PNSQA	T452538122213700	NORTH FORK DEEP CR AT SE CHURCH RD, BORING, OR	OR_NFDeep	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150526	1.8276	DET
PNSQA	T14211499	KELLEY CREEK AT SE 159TH DRIVE AT PORTLAND, OR	OR_Kelley	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150525	27.41	DET
PNSQA	T451244123050200	W.F. PALMER CREEK AT WEBFOOT ROAD NR DAYTON, OR	OR_WFPalmer	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150528	18.1283	DET
PNSQA	T455122122310600	ROCK CREEK NEAR BATTLE GROUND, WA	WA_RockBattle	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150527	3.289	DET
PNSQA	T445819123042500	GIBSON CREEK IN BRUSH COLLEGE PARK, AT SALEM, OR	OR_Brush	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150528	5.3437	DET
PNSQA	T14211499	KELLEY CREEK AT SE 159TH DRIVE AT PORTLAND, OR	OR_Kelley	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150601	13.7752	DET
PNSQA	T452912122291200	JOHNSON CREEK AT CIRCLE AVE, OR	OR_Johnson	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150601	1.5188	DET
PNSQA	T14201300	ZOLLNER CREEK NEAR MT ANGEL, OR	OR_Zollner	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150602	16.7427	DET
PNSQA	T452414122213200	TICKLE CREEK NEAR BORING, OR	OR_Tickle	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150602	12.5072	DET
PNSQA	T455122122310600	ROCK CREEK NEAR BATTLE GROUND, WA	WA_RockBattle	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150603	7.062	DET
PNSQA	T451244123050200	W.F. PALMER CREEK AT WEBFOOT ROAD NR DAYTON, OR	OR_WFPalmer	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150604	90.1296	DET
PNSQA	T445819123042500	GIBSON CREEK IN BRUSH COLLEGE PARK, AT SALEM, OR	OR_Brush	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150604	5.5286	DET
PNSQA	T452414122213200	TICKLE CREEK NEAR BORING, OR	OR_Tickle	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150609	11.8827	DET
PNSQA	T14211499	KELLEY CREEK AT SE 159TH DRIVE AT PORTLAND, OR	OR_Kelley	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150608	17.2889	DET
PNSQA	T14201300	ZOLLNER CREEK NEAR MT ANGEL, OR	OR_Zollner	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150609	8.858	DET
PNSQA	T14211499	KELLEY CREEK AT SE 159TH DRIVE AT PORTLAND, OR	OR_Kelley	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150413	46.4363	DET
PNSQA	T455122122310600	ROCK CREEK NEAR BATTLE GROUND, WA	WA_RockBattle	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150414	8.8129	DET
PNSQA	T451244123050200	W.F. PALMER CREEK AT WEBFOOT ROAD NR DAYTON, OR	OR_WFPalmer	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150416	12.1467	DET
PNSQA	T452414122213200	TICKLE CREEK NEAR BORING, OR	OR_Tickle	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150414	21.8592	DET
PNSQA	T14201300	ZOLLNER CREEK NEAR MT ANGEL, OR	OR_Zollner	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150414	76.3564	DET
PNSQA	T14211499	KELLEY CREEK AT SE 159TH DRIVE AT PORTLAND, OR	OR_Kelley	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150420	41.3046	DET
PNSQA	T14201300	ZOLLNER CREEK NEAR MT ANGEL, OR	OR_Zollner	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150421	28.481	DET
PNSQA	T452414122213200	TICKLE CREEK NEAR BORING, OR	OR_Tickle	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150421	12.0175	DET
PNSQA	T451244123050200	W.F. PALMER CREEK AT WEBFOOT ROAD NR DAYTON, OR	OR_WFPalmer	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150423	17.2515	DET
PNSQA	T455122122310600	ROCK CREEK NEAR BATTLE GROUND, WA	WA_RockBattle	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150428	3.562	DET
PNSQA	T14201300	ZOLLNER CREEK NEAR MT ANGEL, OR	OR_Zollner	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150428	18.9243	DET
PNSQA	T14211499	KELLEY CREEK AT SE 159TH DRIVE AT PORTLAND, OR	OR_Kelley	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150427	41.2626	DET
PNSQA	T451244123050200	W.F. PALMER CREEK AT WEBFOOT ROAD NR DAYTON, OR	OR_WFPalmer	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150507	17.8065	DET
PNSQA	T14211499	KELLEY CREEK AT SE 159TH DRIVE AT PORTLAND, OR	OR_Kelley	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150511	25.4451	DET
PNSQA	T14201300	ZOLLNER CREEK NEAR MT ANGEL, OR	OR_Zollner	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150512	13.2465	DET
PNSQA	T452414122213200	TICKLE CREEK NEAR BORING, OR	OR_Tickle	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150512	10.102	DET
PNSQA	T455122122310600	ROCK CREEK NEAR BATTLE GROUND, WA	WA_RockBattle	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150512	2.1901	DET
PNSQA	T452414122213200	TICKLE CREEK NEAR BORING, OR	OR_Tickle	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150428	11.2189	DET
PNSQA	T451244123050200	W.F. PALMER CREEK AT WEBFOOT ROAD NR DAYTON, OR	OR_WFPalmer	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150430	18.4671	DET
PNSQA	T445819123042500	GIBSON CREEK IN BRUSH COLLEGE PARK, AT SALEM, OR	OR_Brush	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150430	3.1525	DET
PNSQA	T451244123050200	W.F. PALMER CREEK AT WEBFOOT ROAD NR DAYTON, OR	OR_WFPalmer	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150514	27.6482	DET
PNSQA	T452414122213200	TICKLE CREEK NEAR BORING, OR	OR_Tickle	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150505	8.1442	DET
PNSQA	T455122122310600	ROCK CREEK NEAR BATTLE GROUND, WA	WA_RockBattle	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150610	9.6561	DET
PNSQA	T451244123050200	W.F. PALMER CREEK AT WEBFOOT ROAD NR DAYTON, OR	OR_WFPalmer	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150611	274.1695	DET
PNSQA	T445819123042500	GIBSON CREEK IN BRUSH COLLEGE PARK, AT SALEM, OR	OR_Brush	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150611	4.0528	DET
PNSQA	T452538122213700	NORTH FORK DEEP CR AT SE CHURCH RD, BORING, OR	OR_NFDeep	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150616	3.5028	DET
PNSQA	T14201300	ZOLLNER CREEK NEAR MT ANGEL, OR	OR_Zollner	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150616	11.9416	DET
PNSQA	T14211499	KELLEY CREEK AT SE 159TH DRIVE AT PORTLAND, OR	OR_Kelley	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150615	17.1635	DET
PNSQA	T454510122424900	WHIPPLE CREEK NEAR SALMON CREEK, WA	WA_Whipple	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150615	6.8768	DET
PNSQA	T452414122213200	TICKLE CREEK NEAR BORING, OR	OR_Tickle	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150616	14.8052	DET
PNSQA	T455122122310600	ROCK CREEK NEAR BATTLE GROUND, WA	WA_RockBattle	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150617	9.4061	DET
PNSQA	T451244123050200	W.F. PALMER CREEK AT WEBFOOT ROAD NR DAYTON, OR	OR_WFPalmer	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150618	541.8255	DET
PNSQA	T445819123042500	GIBSON CREEK IN BRUSH COLLEGE PARK, AT SALEM, OR	OR_Brush	Demethyl norflurazon	68567	23576-24-1	Degradate	Norflurazon	20150618	6.8279	DET
PNSQA	T453145122534500	ROCK CREEK NEAR NW CHERRY LANE, NEAR ORENCO, OR	OR_RockOrenco	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150414	3.5275	DET
PNSQA	T445551123015800	PRINGLE CREEK AT SALEM, OR	OR_Pringle	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150415	2.5484	DET
PNSQA	T443436123023600	OAK CREEK AT FRY RD SE, NEAR ALBANY, OR	OR_Oak	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150415	14.5231	DET
PNSQA	T443808123051100	PERIWINKLE CREEK AT SANTIAM RD SE, AT ALBANY, OR	OR_Periwinkle	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150416	17.5066	DET
PNSQA	T451244123050200	W.F. PALMER CREEK AT WEBFOOT ROAD NR DAYTON, OR	OR_WFPalmer	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150416	11.564	DET
PNSQA	T14201300	ZOLLNER CREEK NEAR MT ANGEL, OR	OR_Zollner	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150414	7.1573	DET
PNSQA	T14201300	ZOLLNER CREEK NEAR MT ANGEL, OR	OR_Zollner	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150421	12.0094	DET
PNSQA	T443808123051100	PERIWINKLE CREEK AT SANTIAM RD SE, AT ALBANY, OR	OR_Periwinkle	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150422	11.6949	DET
PNSQA	T453145122534500	ROCK CREEK NEAR NW CHERRY LANE, NEAR ORENCO, OR	OR_RockOrenco	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150422	3.9154	DET
PNSQA	T443436123023600	OAK CREEK AT FRY RD SE, NEAR ALBANY, OR	OR_Oak	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150423	4.1703	DET
PNSQA	T451244123050200	W.F. PALMER CREEK AT WEBFOOT ROAD NR DAYTON, OR	OR_WFPalmer	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150423	16.2752	DET
PNSQA	T14201300	ZOLLNER CREEK NEAR MT ANGEL, OR	OR_Zollner	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150428	10.6512	DET
PNSQA	T451244123050200	W.F. PALMER CREEK AT WEBFOOT ROAD NR DAYTON, OR	OR_WFPalmer	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150507	12.2538	DET
PNSQA	T450016123012800	CLAGGETT CREEK AT NORTH RIVER ROAD AT KEIZER, OR	OR_Claggett	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150507	1.3506	DET
PNSQA	T14201300	ZOLLNER CREEK NEAR MT ANGEL, OR	OR_Zollner	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150512	10.3751	DET
PNSQA	T443808123051100	PERIWINKLE CREEK AT SANTIAM RD SE, AT ALBANY, OR	OR_Periwinkle	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150513	4.7134	DET
PNSQA	T451244123050200	W.F. PALMER CREEK AT WEBFOOT ROAD NR DAYTON, OR	OR_WFPalmer	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150430	18.5729	DET
PNSQA	T445551123015800	PRINGLE CREEK AT SALEM, OR	OR_Pringle	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150513	1.9976	DET
PNSQA	T453145122534500	ROCK CREEK NEAR NW CHERRY LANE, NEAR ORENCO, OR	OR_RockOrenco	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150513	4.7295	DET
PNSQA	T443436123023600	OAK CREEK AT FRY RD SE, NEAR ALBANY, OR	OR_Oak	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150514	20.6769	DET
PNSQA	T451244123050200	W.F. PALMER CREEK AT WEBFOOT ROAD NR DAYTON, OR	OR_WFPalmer	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150514	11.1196	DET
PNSQA	T14201300	ZOLLNER CREEK NEAR MT ANGEL, OR	OR_Zollner	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150519	6.3783	DET
PNSQA	T14201300	ZOLLNER CREEK NEAR MT ANGEL, OR	OR_Zollner	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150505	10.3516	DET
PNSQA	T443808123051100	PERIWINKLE CREEK AT SANTIAM RD SE, AT ALBANY, OR	OR_Periwinkle	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150506	5.1591	DET
PNSQA	T445551123015800	PRINGLE CREEK AT SALEM, OR	OR_Pringle	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150506	3.3003	DET
PNSQA	T453145122534500	ROCK CREEK NEAR NW CHERRY LANE, NEAR ORENCO, OR	OR_RockOrenco	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150506	5.0069	DET
PNSQA	T453145122534500	ROCK CREEK NEAR NW CHERRY LANE, NEAR ORENCO, OR	OR_RockOrenco	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150520	7.2508	DET
PNSQA	T451244123050200	W.F. PALMER CREEK AT WEBFOOT ROAD NR DAYTON, OR	OR_WFPalmer	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150521	12.6522	DET
PNSQA	T443436123023600	OAK CREEK AT FRY RD SE, NEAR ALBANY, OR	OR_Oak	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150521	8.7823	DET
PNSQA	T14201300	ZOLLNER CREEK NEAR MT ANGEL, OR	OR_Zollner	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150526	11.9632	DET
PNSQA	T451244123050200	W.F. PALMER CREEK AT WEBFOOT ROAD NR DAYTON, OR	OR_WFPalmer	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150528	6.6257	DET
PNSQA	T445551123015800	PRINGLE CREEK AT SALEM, OR	OR_Pringle	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150527	3.326	DET
PNSQA	T453145122534500	ROCK CREEK NEAR NW CHERRY LANE, NEAR ORENCO, OR	OR_RockOrenco	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150527	5.7667	DET
PNSQA	T14201300	ZOLLNER CREEK NEAR MT ANGEL, OR	OR_Zollner	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150602	8.0639	DET
PNSQA	T443808123051100	PERIWINKLE CREEK AT SANTIAM RD SE, AT ALBANY, OR	OR_Periwinkle	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150604	2.4532	DET
PNSQA	T453145122534500	ROCK CREEK NEAR NW CHERRY LANE, NEAR ORENCO, OR	OR_RockOrenco	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150603	4.4698	DET
PNSQA	T451244123050200	W.F. PALMER CREEK AT WEBFOOT ROAD NR DAYTON, OR	OR_WFPalmer	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150604	7.8064	DET
PNSQA	T443436123023600	OAK CREEK AT FRY RD SE, NEAR ALBANY, OR	OR_Oak	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150604	50.1502	DET
PNSQA	T14201300	ZOLLNER CREEK NEAR MT ANGEL, OR	OR_Zollner	Metribuzin DA	68568	35045-02-4	Degradate	Metribuzin	20150609	11.2131	DET
