Study region	USGS station number	USGS station name	Short name	Chemical name	NWIS parameter code	CASRN	Pesticide degradate	Parent	Sample date (YYYYMMDD)	Result (ug/L)	Remark
MSQA	T03353200	EAGLE CREEK AT ZIONSVILLE, IN	IN_Eagle	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130806	2.7	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130731	1.8503	DET
MSQA	T06610785	West Papillion Creek at Millard, Nebr.	NE_WPapillion	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130724	1.022	DET
MSQA	T03353200	EAGLE CREEK AT ZIONSVILLE, IN	IN_Eagle	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130730	1.6123	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130731	2.2067	E
MSQA	T03351072	WILLIAMS CREEK AT 96TH STREET, INDIANAPOLIS, IN	IN_Williams	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130805	1.7328	E
MSQA	T03352875	FALL CREEK AT 16TH STREET AT INDIANAPOLIS, IN	IN_Fall	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130805	0.5924	E
MSQA	T05544989	HONEY CREEK AT CT HIGHWAY DD NEAR BURLINGTON, WI	WI_HoneyDD	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130709	0.5269	DET
MSQA	T06610785	West Papillion Creek at Millard, Nebr.	NE_WPapillion	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130710	2.8293	E
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130711	1.8534	E
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130711	3.2296	E
MSQA	T06893620	Rock Creek at Kentucky Road in Independence, MO	MO_Rock	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130715	0.4017	E
MSQA	T03351072	WILLIAMS CREEK AT 96TH STREET, INDIANAPOLIS, IN	IN_Williams	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130715	2.0278	E
MSQA	T03353200	EAGLE CREEK AT ZIONSVILLE, IN	IN_Eagle	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130715	1.5474	E
MSQA	T03352875	FALL CREEK AT 16TH STREET AT INDIANAPOLIS, IN	IN_Fall	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130715	0.5322	E
MSQA	T05550500	POPLAR CREEK AT ELGIN, IL	IL_Poplar	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130715	0.3334	DET
MSQA	T040869416	LINCOLN CREEK @ SHERMAN BOULEVARD AT MILWAUKEE, WI	WI_Lincoln	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130715	0.2136	DET
MSQA	T05531500	SALT CREEK AT WESTERN SPRINGS, IL	IL_Salt	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130715	1.3745	DET
MSQA	T05592195	BECK CREEK AT HERRICK, IL	IL_Becks	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130716	0.6352	DET
MSQA	T384240087103901	PRAIRIE CR AT CO RD N100W NR CAPEHART, IN	IN_Prairie	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130717	0.2864	DET
MSQA	T03271000	Wolf Creek at Dayton OH	OH_Wolf	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130716	0.3078	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130717	3.593	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130717	7.8723	DET
MSQA	T06610785	West Papillion Creek at Millard, Nebr.	NE_WPapillion	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130717	3.4062	DET
MSQA	T06804000	Wahoo Creek at Ithaca, Nebr.	NE_Wahoo	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130717	0.3063	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130716	5.6919	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130719	1.8423	DET
MSQA	T03353200	EAGLE CREEK AT ZIONSVILLE, IN	IN_Eagle	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130723	0.6364	DET
MSQA	T05550500	POPLAR CREEK AT ELGIN, IL	IL_Poplar	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130723	0.2783	DET
MSQA	T05531500	SALT CREEK AT WESTERN SPRINGS, IL	IL_Salt	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130723	0.4299	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130723	4.2507	DET
MSQA	T06610765	Little Papillion Cr at Ak-Sar-Ben at Omaha, Nebr.	NE_Papillion	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130723	2.3093	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130724	2.2311	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130723	5.9879	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130724	2.8476	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130729	4.5352	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130731	2.8248	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130507	5.4102	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130508	3.9214	DET
MSQA	T03351072	WILLIAMS CREEK AT 96TH STREET, INDIANAPOLIS, IN	IN_Williams	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130510	1.9039	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130513	4.8449	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130514	1.3422	DET
MSQA	T05531500	SALT CREEK AT WESTERN SPRINGS, IL	IL_Salt	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130514	1.6568	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130514	2.4803	DET
MSQA	T05531500	SALT CREEK AT WESTERN SPRINGS, IL	IL_Salt	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130522	1.1817	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130522	2.767	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130521	3.493	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130523	1.2022	DET
MSQA	T06893620	Rock Creek at Kentucky Road in Independence, MO	MO_Rock	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130528	1.1411	DET
MSQA	T385730088324401	LITTLE WABASH RIVER NEAR MASON, IL	IL_Wabash	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130611	0.6324	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130611	4.4209	DET
MSQA	T03271000	Wolf Creek at Dayton OH	OH_Wolf	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130611	0.3448	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130611	2.956	DET
MSQA	T03351072	WILLIAMS CREEK AT 96TH STREET, INDIANAPOLIS, IN	IN_Williams	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130617	1.4331	DET
MSQA	T05531500	SALT CREEK AT WESTERN SPRINGS, IL	IL_Salt	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130612	1.6942	DET
MSQA	T05550500	POPLAR CREEK AT ELGIN, IL	IL_Poplar	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130612	1.1112	DET
MSQA	T05531500	SALT CREEK AT WESTERN SPRINGS, IL	IL_Salt	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130617	1.3634	DET
MSQA	T383158092192001	North Moreau Creek nr Jefferson City, MO	MO_Moreau	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130618	1.4775	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130620	1.6641	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130620	4.083	DET
MSQA	T06610785	West Papillion Creek at Millard, Nebr.	NE_WPapillion	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130624	1.0734	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130625	4.33	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130626	5.8329	DET
MSQA	T04087119	HONEY CREEK AT WAUWATOSA, WI	WI_HoneyWau	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130624	0.8999	DET
MSQA	T05531500	SALT CREEK AT WESTERN SPRINGS, IL	IL_Salt	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130628	0.4988	DET
MSQA	T05550500	POPLAR CREEK AT ELGIN, IL	IL_Poplar	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130628	0.554	DET
MSQA	T03351072	WILLIAMS CREEK AT 96TH STREET, INDIANAPOLIS, IN	IN_Williams	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130701	3.0743	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130703	4.3882	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130710	7.4418	DET
MSQA	T390227092234101	Perche Creek near Columbia, MO	MO_Perche	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130708	0.4041	DET
MSQA	T05531500	SALT CREEK AT WESTERN SPRINGS, IL	IL_Salt	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130708	1.5268	DET
MSQA	T05592195	BECK CREEK AT HERRICK, IL	IL_Becks	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130709	0.9969	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130805	2.1028	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130806	2.3242	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130808	3.7386	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Desulfinylfipronil	66607	205650-65-3	Degradate	Fipronil	20130808	3.2697	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130507	2.7311	DET
MSQA	T03271000	Wolf Creek at Dayton OH	OH_Wolf	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130507	0.6327	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130508	1.8984	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130513	2.407	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130514	1.613	DET
MSQA	T401849087161401	BIG PINE CR AT CO RD N125E NR WILLIAMSPORT, IN	IN_Pine	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130517	1.6295	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130521	1.5607	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130522	0.7416	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130521	1.2199	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130523	0.466	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130605	1.4087	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130606	2.8065	DET
MSQA	T0531656290	WEST FORK BEAVER CREEK AT 320 ST. NEAR BECHYN, MN	MN_WBeaver	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130610	0.9629	DET
MSQA	T385730088324401	LITTLE WABASH RIVER NEAR MASON, IL	IL_Wabash	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130611	0.3646	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130611	1.4802	DET
MSQA	T384240087103901	PRAIRIE CR AT CO RD N100W NR CAPEHART, IN	IN_Prairie	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130612	0.4831	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130611	0.7152	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130611	1.3841	DET
MSQA	T05550500	POPLAR CREEK AT ELGIN, IL	IL_Poplar	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130612	0.5768	DET
MSQA	T384240087103901	PRAIRIE CR AT CO RD N100W NR CAPEHART, IN	IN_Prairie	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130619	0.6927	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130618	4.0405	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130620	1.6057	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130620	1.4963	DET
MSQA	T0531656290	WEST FORK BEAVER CREEK AT 320 ST. NEAR BECHYN, MN	MN_WBeaver	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130624	0.2131	DET
MSQA	T383158092192001	North Moreau Creek nr Jefferson City, MO	MO_Moreau	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130625	0.2536	E
MSQA	T03271000	Wolf Creek at Dayton OH	OH_Wolf	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130625	0.2841	E
MSQA	T05320410	MAPLE RIVER AT HWY 30 NEAR MAPLETON, MN	MN_Maple	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130625	0.5079	E
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130626	1.1482	DET
MSQA	T03351072	WILLIAMS CREEK AT 96TH STREET, INDIANAPOLIS, IN	IN_Williams	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130701	0.0639	E
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130703	1.9533	DET
MSQA	T0531656290	WEST FORK BEAVER CREEK AT 320 ST. NEAR BECHYN, MN	MN_WBeaver	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130708	0.344	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130710	3.3382	DET
MSQA	T05531500	SALT CREEK AT WESTERN SPRINGS, IL	IL_Salt	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130708	0.5556	DET
MSQA	T384240087103901	PRAIRIE CR AT CO RD N100W NR CAPEHART, IN	IN_Prairie	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130710	0.3931	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130711	0.9768	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130711	2.9019	E
MSQA	T385730088324401	LITTLE WABASH RIVER NEAR MASON, IL	IL_Wabash	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130716	0.2076	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130717	1.3063	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130717	2.388	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130716	2.2316	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130719	0.6466	DET
MSQA	T03353200	EAGLE CREEK AT ZIONSVILLE, IN	IN_Eagle	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130723	0.3449	E
MSQA	T392158086035901	NINEVEH CR AT STONE ARCH RD NR NINEVEH, IN	IN_Nineveh	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130723	0.1282	E
MSQA	T05550500	POPLAR CREEK AT ELGIN, IL	IL_Poplar	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130723	0.2537	E
MSQA	T05531500	SALT CREEK AT WESTERN SPRINGS, IL	IL_Salt	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130723	0.7648	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130723	3.6487	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130724	2.3775	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130723	3.2412	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130724	0.6224	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130729	2.0629	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130731	1.0267	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130731	1.5787	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130731	0.5999	E
MSQA	T385730088324401	LITTLE WABASH RIVER NEAR MASON, IL	IL_Wabash	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130731	0.6285	E
MSQA	T03351072	WILLIAMS CREEK AT 96TH STREET, INDIANAPOLIS, IN	IN_Williams	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130805	0.6841	E
MSQA	T05550500	POPLAR CREEK AT ELGIN, IL	IL_Poplar	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130807	0.6946	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130805	2.4142	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130806	0.8033	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130808	3.5461	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfide	66610	120067-83-6	Degradate	Fipronil	20130808	1.1085	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130507	12.1223	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130508	5.3569	DET
MSQA	T06893620	Rock Creek at Kentucky Road in Independence, MO	MO_Rock	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130507	1.3295	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130507	1.9748	DET
MSQA	T03351072	WILLIAMS CREEK AT 96TH STREET, INDIANAPOLIS, IN	IN_Williams	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130510	1.7334	DET
MSQA	T05457520	Cedar River at Lancer Avenue at Osage, IA	IA_Cedar	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130509	1.5463	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130509	1.8111	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130514	3.5639	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130513	12.3708	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130514	2.6079	DET
MSQA	T400227095151501	Squaw Creek Ditch near Squaw Creek Wildlife Area	MO_Squaw	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130521	1.7486	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130521	8.7861	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130522	2.9907	DET
MSQA	T05457520	Cedar River at Lancer Avenue at Osage, IA	IA_Cedar	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130523	1.1168	DET
MSQA	T06893620	Rock Creek at Kentucky Road in Independence, MO	MO_Rock	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130528	1.3052	DET
MSQA	T05420520	Wapsipinicon River at McIntire, IA	IA_Wapsipinicon	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130523	1.2437	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130523	1.8435	DET
MSQA	T06893620	Rock Creek at Kentucky Road in Independence, MO	MO_Rock	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130520	0.759	DET
MSQA	T05572000	SANGAMON RIVER AT MONTICELLO, IL	IL_Sangamon	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130529	0.3393	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130521	3.4581	DET
MSQA	T384240087103901	PRAIRIE CR AT CO RD N100W NR CAPEHART, IN	IN_Prairie	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130529	1.3757	DET
MSQA	T392158086035901	NINEVEH CR AT STONE ARCH RD NR NINEVEH, IN	IN_Nineveh	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130529	0.305	DET
MSQA	T03351072	WILLIAMS CREEK AT 96TH STREET, INDIANAPOLIS, IN	IN_Williams	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130603	0.5377	DET
MSQA	T05420520	Wapsipinicon River at McIntire, IA	IA_Wapsipinicon	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130530	2.8604	DET
MSQA	T392158086035901	NINEVEH CR AT STONE ARCH RD NR NINEVEH, IN	IN_Nineveh	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130604	0.3467	DET
MSQA	T384240087103901	PRAIRIE CR AT CO RD N100W NR CAPEHART, IN	IN_Prairie	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130605	0.4924	DET
MSQA	T385730088324401	LITTLE WABASH RIVER NEAR MASON, IL	IL_Wabash	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130604	0.7736	DET
MSQA	T400227095151501	Squaw Creek Ditch near Squaw Creek Wildlife Area	MO_Squaw	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130604	1.012	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130604	1.4606	DET
MSQA	T400856089562001	HERGET DRAINAGE DITCH NEAR KILBOURNE, IL	IL_Herget	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130606	2.194	DET
